3,0.4876190476190476
0,0.9520181405895691
1,1.3931972789115645
2,1.8343764172335602
2,2.2987755102040817
3,2.7399546485260773
0,3.2043537414965986
1,3.645532879818594
2,4.08671201814059
3,4.551111111111111
0,4.992290249433107
0,5.456689342403628
1,5.897868480725624
2,6.362267573696145
3,6.8034467120181406
3,7.267845804988662
1,7.7090249433106575
1,8.17342403628118
2,8.614603174603175
3,9.05578231292517
0,9.520181405895691
1,9.961360544217687
1,10.425759637188209
2,10.866938775510205
3,11.331337868480725
0,11.77251700680272
0,12.236916099773243
2,12.678095238095239
3,13.119274376417234
3,13.583673469387755
0,14.02485260770975
1,14.489251700680272
2,14.930430839002268
2,15.394829931972788
0,15.836009070294784
1,16.27718820861678
1,16.741587301587302
1,17.205986394557822
3,17.647165532879818
0,18.088344671201813
0,18.552743764172334
1,18.99392290249433
2,19.458321995464853
3,19.89950113378685
3,20.36390022675737
1,20.805079365079365
2,21.24625850340136
2,21.71065759637188
3,22.151836734693877
0,22.6162358276644
0,23.08063492063492
1,23.521814058956917
2,23.986213151927437
3,24.427392290249433
0,24.86857142857143
1,25.309750566893424
2,25.774149659863944
3,26.21532879818594
3,26.679727891156464
0,27.12090702947846
2,27.562086167800455
2,28.026485260770976
3,28.46766439909297
0,28.93206349206349
1,29.373242630385487
2,29.814421768707483
2,30.278820861678003
0,30.72
0,31.184399092970523
1,31.62557823129252
1,32.08997732426304
3,32.53115646258503
3,32.995555555555555
0,33.436734693877554
1,33.877913832199546
2,34.34231292517007
3,34.78349206349206
3,35.247891156462586
1,35.68907029478458
1,36.1534693877551
2,36.594648526077094
3,37.03582766439909
0,37.50022675736962
1,37.94140589569161
1,38.40580498866213
2,38.846984126984125
3,39.31138321995465
0,39.75256235827664
1,40.19374149659864
2,40.658140589569165
2,41.12253968253968
3,41.56371882086168
0,42.00489795918367
1,42.4692970521542
2,42.91047619047619
2,43.37487528344671
0,43.816054421768705
1,44.257233560090704
1,44.72163265306123
2,45.16281179138322
3,45.627210884353744
0,46.068390022675736
0,46.53278911564626
1,46.97396825396825
2,47.438367346938776
3,47.87954648526077
0,48.32072562358277
1,48.78512471655329
2,49.22630385487528
3,49.66748299319728
3,50.1318820861678
0,50.59628117913832
1,51.037460317460315
1,51.50185941043084
3,51.94303854875283
0,52.38421768707483
0,52.848616780045354
1,53.289795918367346
2,53.75419501133787
3,54.19537414965986
3,54.659773242630386
0,55.10095238095238
1,55.5653514739229
2,56.006530612244894
